,Position,Track Name,Artist,Streams,URL,Date,Region
2574,75,Bohemian Rhapsody - Remastered 2011,Queen,4015,https://open.spotify.com/track/1AhDOtG9vPSOmsWgNW0BEY,2017-01-01,be
2575,76,Stressed Out,Twenty One Pilots,3995,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,2017-01-01,be
2576,77,Way Down We Go,Kaleo,3976,https://open.spotify.com/track/0y1QJc3SJVPKJ1OvFmFqe6,2017-01-01,be
2577,78,Faded,Alan Walker,3922,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,2017-01-01,be
2578,79,Lost on You,LP,3893,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC,2017-01-01,be
2579,80,Hymn For The Weekend - Seeb Remix,Coldplay,3862,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-01,be
2580,81,Too Good,Drake,3857,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,2017-01-01,be
2581,82,Work,Rihanna,3855,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,2017-01-01,be
2582,83,The Greatest,Sia,3815,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1,2017-01-01,be
2583,84,Respect,Aretha Franklin,3796,https://open.spotify.com/track/7s25THrKz86DM225dOYwnr,2017-01-01,be
2584,85,The Greatest,Sia,3795,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,2017-01-01,be
2585,86,What Is Love 2016 - Regi & Lester Williams Remix,Lost Frequencies,3787,https://open.spotify.com/track/4LQ0lpEPEOvPLtGmRqe8n6,2017-01-01,be
2586,87,7 Years,Lukas Graham,3744,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,2017-01-01,be
2587,88,Water Under the Bridge,Adele,3703,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,2017-01-01,be
2588,89,Fast Car,Jonas Blue,3680,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ,2017-01-01,be
2589,90,Lean On (feat. MØ & DJ Snake),Major Lazer,3633,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,2017-01-01,be
2590,91,Weak,AJR,3574,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,2017-01-01,be
2591,92,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,3498,https://open.spotify.com/track/2wDjpPW3HZdA9quPPmZAMu,2017-01-01,be
2592,93,Thinking Out Loud,Ed Sheeran,3495,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,2017-01-01,be
2593,94,Hear Me Now,Alok,3483,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,2017-01-01,be
2594,95,Cake By The Ocean,DNCE,3444,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,2017-01-01,be
2595,96,Don't Stop Me Now - Remastered,Queen,3425,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,2017-01-01,be
2596,97,Solo Dance,Martin Jensen,3421,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,2017-01-01,be
2597,98,Bad and Boujee (feat. Lil Uzi Vert),Migos,3392,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,2017-01-01,be
2598,99,"i hate u, i love u (feat. olivia o'brien)",gnash,3362,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,2017-01-01,be
2599,100,Shout Out to My Ex,Little Mix,3342,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g,2017-01-01,be
2600,1,Closer,The Chainsmokers,27062,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-01,my
2601,2,Say You Won't Let Go,James Arthur,26577,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-01,my
2602,3,Starboy,The Weeknd,24878,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,my
2603,4,Let Me Love You,DJ Snake,22310,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-01,my
2604,5,Bad Things (with Camila Cabello),Machine Gun Kelly,20668,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,2017-01-01,my
2605,6,Don't Wanna Know,Maroon 5,20212,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-01,my
2606,7,All We Know,The Chainsmokers,20169,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2017-01-01,my
2607,8,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,20145,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-01,my
2608,9,Starving,Hailee Steinfeld,16350,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,2017-01-01,my
2609,10,Cold Water (feat. Justin Bieber & MØ),Major Lazer,15624,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,2017-01-01,my
2610,11,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,15562,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-01,my
2611,12,Side To Side,Ariana Grande,15497,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,2017-01-01,my
2612,13,In the Name of Love,Martin Garrix,15414,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,2017-01-01,my
2613,14,"How Far I'll Go - From ""Moana""",Alessia Cara,15353,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2017-01-01,my
2614,15,24K Magic,Bruno Mars,14926,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2017-01-01,my
2615,16,Faded,Alan Walker,14618,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,2017-01-01,my
2616,17,All Night,The Vamps,14355,https://open.spotify.com/track/4b4KcovePX8Ke2cLIQTLM0,2017-01-01,my
2617,18,Wanita Terakhir,Fattah Amin,14146,https://open.spotify.com/track/71fkXsB3jlNbQ8p2R4HEsc,2017-01-01,my
2618,19,Treat You Better,Shawn Mendes,13678,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,2017-01-01,my
2619,20,Call On Me - Ryan Riback Extended Remix,Starley,13668,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-01-01,my
2620,21,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,13601,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,2017-01-01,my
2621,22,I Feel It Coming,The Weeknd,13272,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-01,my
2622,23,Mercy,Shawn Mendes,12925,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,2017-01-01,my
2623,24,Scars To Your Beautiful,Alessia Cara,12752,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,2017-01-01,my
2624,25,All Time Low,Jon Bellion,12517,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,2017-01-01,my
2625,26,Just Hold On,Steve Aoki,12254,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,2017-01-01,my
2626,27,Alone,Alan Walker,12221,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,2017-01-01,my
2627,28,By Your Side,Jonas Blue,11858,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,2017-01-01,my
2628,29,"i hate u, i love u (feat. olivia o'brien)",gnash,11773,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,2017-01-01,my
2629,30,Don't Let Me Down,The Chainsmokers,11212,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,2017-01-01,my
2630,31,Versace On The Floor,Bruno Mars,10983,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,2017-01-01,my
2631,32,Stay With Me,Chanyeol,10446,https://open.spotify.com/track/1HYzRuWjmS9LXCkdVHi25K,2017-01-01,my
2632,33,Heathens,Twenty One Pilots,10106,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,2017-01-01,my
2633,34,The Ocean,Mike Perry,9749,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv,2017-01-01,my
2634,35,Setting Fires,The Chainsmokers,9423,https://open.spotify.com/track/0B8B8cVRFIG1yznoQe7c9s,2017-01-01,my
2635,36,Cheap Thrills,Sia,9303,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,2017-01-01,my
2636,37,Alone,Marshmello,9123,https://open.spotify.com/track/12mGwph2YzDIlChtq3EdXP,2017-01-01,my
2637,38,Fake Love,Drake,8861,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2017-01-01,my
2638,39,Perfect Strangers,Jonas Blue,8849,https://open.spotify.com/track/5bZtRlMBU76vHuDOb1GM5u,2017-01-01,my
2639,40,Dirgahayu,Faizal Tahir,8730,https://open.spotify.com/track/1rw8VCZDhSjbuFTJvDhpeW,2017-01-01,my
2640,41,FXXK IT,BIGBANG,8512,https://open.spotify.com/track/0YVsrgp4OOUhFuYMAVQazV,2017-01-01,my
2641,42,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,8273,https://open.spotify.com/track/2wDjpPW3HZdA9quPPmZAMu,2017-01-01,my
2642,43,One Dance,Drake,8150,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017-01-01,my
2643,44,Segalanya,Haqiem Rusli,8022,https://open.spotify.com/track/4ifzLaIjOAxbFMC12T7xxi,2017-01-01,my
2644,45,The Greatest,Sia,7883,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,2017-01-01,my
2645,46,Photograph,Ed Sheeran,7851,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2017-01-01,my
2646,47,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,7848,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,2017-01-01,my
2647,48,Sedalam-Dalam Rindu,Tajul,7370,https://open.spotify.com/track/6Rp7udnk6KsyeRLahxLc7D,2017-01-01,my
2648,49,Beautiful,Crush,7298,https://open.spotify.com/track/6mzF8HvHdVrzJNd8M1uFCS,2017-01-01,my
2649,50,Secret Love Song,Little Mix,6895,https://open.spotify.com/track/4JIo8RztBbELr2gWJ5OGK6,2017-01-01,my
2650,51,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,6886,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,2017-01-01,my
2651,52,LAST DANCE,BIGBANG,6826,https://open.spotify.com/track/7dhr1r6OWHxrpvrdHxfe1n,2017-01-01,my
2652,53,Toothbrush,DNCE,6663,https://open.spotify.com/track/0CNjoQozZP0mB9rKVdrKGx,2017-01-01,my
2653,54,Black Beatles,Rae Sremmurd,6568,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,2017-01-01,my
2654,55,Hear Me Now,Alok,6548,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,2017-01-01,my
2655,56,Middle,DJ Snake,6530,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,2017-01-01,my
2656,57,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,6495,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA,2017-01-01,my
2657,58,"Sit Still, Look Pretty",Daya,6389,https://open.spotify.com/track/2DpCdPMg1BADE4HDnxt3Rd,2017-01-01,my
2658,59,I Would Like,Zara Larsson,6281,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,2017-01-01,my
2659,60,This Is What You Came For,Calvin Harris,6099,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,2017-01-01,my
2660,61,Love Yourself,Justin Bieber,6058,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,2017-01-01,my
2661,62,Fresh Eyes,Andy Grammer,6005,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,2017-01-01,my
2662,63,Lot to Learn,Luke Christopher,5930,https://open.spotify.com/track/2HzfRSfCogBSsgW2CckVA2,2017-01-01,my
2663,64,The Mack,Nevada,5786,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,2017-01-01,my
2664,65,Wake Up Where You Are,State of Sound,5777,https://open.spotify.com/track/2s76aKBWKShlwPC4xTtEEE,2017-01-01,my
2665,66,Shout Out to My Ex,Little Mix,5727,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g,2017-01-01,my
2666,67,This Town,Niall Horan,5706,https://open.spotify.com/track/5nA67Y0XX9JipZwYxX7Gl7,2017-01-01,my
2667,68,You & Me,Marc E. Bassy,5616,https://open.spotify.com/track/4QdovcM8j50QPlyR7tH4xe,2017-01-01,my
2668,69,PLAYING WITH FIRE,BLACKPINK,5577,https://open.spotify.com/track/5ANbXf5qR48a4jfFnSq80w,2017-01-01,my
2669,70,Capsize,FRENSHIP,5301,https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco,2017-01-01,my
2670,71,Final Song,MØ,5273,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,2017-01-01,my
2671,72,Work from Home,Fifth Harmony,5177,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,2017-01-01,my
2672,73,My Way,Calvin Harris,5141,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,2017-01-01,my
2673,74,Selamanya Cinta,Shila Amzah,5068,https://open.spotify.com/track/2otO94tZ2iksuJKWlMKeRA,2017-01-01,my
2674,75,Blood Sweat & Tears,BTS,5030,https://open.spotify.com/track/0oSNOJEcBIKNcQzRc5TfyR,2017-01-01,my
2675,76,Dari Mata,Jaz,5003,https://open.spotify.com/track/4xFM9ET7fPtYgbp9QyzrHl,2017-01-01,my
2676,77,Love Me Now,John Legend,4808,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,2017-01-01,my
2677,78,Terakhir,Sufian Suhaimi,4781,https://open.spotify.com/track/4LeP389CNcbrQX8ZECZlPw,2017-01-01,my
2678,79,YOUTH,Troye Sivan,4780,https://open.spotify.com/track/1cOyWWUr3oXJIxY0AjJEx9,2017-01-01,my
2679,80,Permata Cinta,Aiman Tino,4749,https://open.spotify.com/track/5qXFbBlIF1lI7uV6hozzXQ,2017-01-01,my
2680,81,Demi Cinta,Ezad Lazim,4746,https://open.spotify.com/track/3bml3e91SUxjkGHzmKUKQM,2017-01-01,my
2681,82,Ride,Twenty One Pilots,4730,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,2017-01-01,my
2682,83,Roses,The Chainsmokers,4641,https://open.spotify.com/track/6O6M7pJLABmfBRoGZMu76Y,2017-01-01,my
2683,84,Hymn For The Weekend - Seeb Remix,Coldplay,4609,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-01,my
2684,85,Harus Aku,Sufian Suhaimi,4578,https://open.spotify.com/track/2gkQ2yVzaer5qx2NzJnHXh,2017-01-01,my
2685,86,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,4560,https://open.spotify.com/track/1lItf5ZXJc1by9SbPeljFd,2017-01-01,my
2686,87,One Call Away,Charlie Puth,4489,https://open.spotify.com/track/6vSforRhuzsA0D0SO9fG1S,2017-01-01,my
2687,88,Ku Rela Dibenci,Aiman Tino,4459,https://open.spotify.com/track/3gcYAkN1HyV7QwfRKApIka,2017-01-01,my
2688,89,Shed a Light,Robin Schulz,4450,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,2017-01-01,my
2689,90,Bayang,Khai Bahar,4449,https://open.spotify.com/track/2pU5p0i8r0QunStnUVtC1m,2017-01-01,my
2690,91,Hymn For The Weekend,Coldplay,4347,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,2017-01-01,my
2691,92,Katakan,Harris Baba,4234,https://open.spotify.com/track/0vtoxqoBCW99eV9RAarbSP,2017-01-01,my
2692,93,Sing Me to Sleep,Alan Walker,4212,https://open.spotify.com/track/2Fjz5ZC5BvFdCqcnTZ3ilH,2017-01-01,my
2693,94,Sunset Lover,Petit Biscuit,4100,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1,2017-01-01,my
2694,95,Sorry,Justin Bieber,4097,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,2017-01-01,my
2695,96,Redha,Irfan Haris,4070,https://open.spotify.com/track/23cmynYpkrZ5paey3yQEGq,2017-01-01,my
2696,97,Sakit,IamNeeta,4030,https://open.spotify.com/track/7z1uKD8M4vPwO1ouhcJJ7e,2017-01-01,my
2697,98,WHISTLE,BLACKPINK,3971,https://open.spotify.com/track/3hfN1wQSiLPa6b1RX5Kfbj,2017-01-01,my
2698,99,Sudah Ku Tahu,Projector Band,3969,https://open.spotify.com/track/5aErufES0TkxM2HE9SrzW9,2017-01-01,my
2699,100,7 Years,Lukas Graham,3936,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,2017-01-01,my
2700,1,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,50956,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-01,dk
2701,2,Ked Af Det,Gulddreng,50360,https://open.spotify.com/track/2rt7ngjBKXKufIVz2xmVMd,2017-01-01,dk
2702,3,KranAlarm,Jesu Brødre,45434,https://open.spotify.com/track/6nCNkAMUW0zmJfcN0dbx92,2017-01-01,dk
2703,4,Helwa,Gilli,44174,https://open.spotify.com/track/7uXAWHUWb9XiR7tXoLw4uD,2017-01-01,dk
2704,5,Starboy,The Weeknd,43664,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,dk
2705,6,Call On Me - Ryan Riback Extended Remix,Starley,43582,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-01-01,dk
2706,7,Say You Won't Let Go,James Arthur,42353,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-01,dk
2707,8,I Feel It Coming,The Weeknd,34601,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-01,dk
2708,9,Pakker Bar,NODE,33180,https://open.spotify.com/track/6hJRDlsnRK5o53tbhNC9VU,2017-01-01,dk
2709,10,Black Beatles,Rae Sremmurd,32893,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,2017-01-01,dk
2710,11,Closer,The Chainsmokers,31486,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-01,dk
2711,12,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,31180,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-01,dk
2712,13,Model,Gulddreng,30631,https://open.spotify.com/track/7Gf2vkf59IaWPu3Kb5Tdmx,2017-01-01,dk
2713,14,Solo Dance,Martin Jensen,30480,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,2017-01-01,dk
2714,15,Cold Water (feat. Justin Bieber & MØ),Major Lazer,29650,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,2017-01-01,dk
2715,16,Giv Mig Noget,Jimilian,29474,https://open.spotify.com/track/4mpF85WbMQXxo9RKObQsv8,2017-01-01,dk
2716,17,For Evigt Ung,Sleiman,29336,https://open.spotify.com/track/71QQob1CUAwvN4pfC7jkLM,2017-01-01,dk
2717,18,Ik' Min Skyld,Blak,29238,https://open.spotify.com/track/5XGu9XtnsuhAkhdWbjunr2,2017-01-01,dk
2718,19,Nede Mette,Blak,28638,https://open.spotify.com/track/1VsK3ZmpeWWNECZSzKL3rl,2017-01-01,dk
2719,20,Human,Rag'n'Bone Man,28272,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O,2017-01-01,dk
2720,21,Now and Later,Sage The Gemini,27790,https://open.spotify.com/track/08WPvDEsHvTFuB9w8tC2OS,2017-01-01,dk
2721,22,Don't Wanna Know,Maroon 5,26756,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-01,dk
2722,23,Se Mig Nu,Gulddreng,25818,https://open.spotify.com/track/4pHxNkqJZYRkGlJrzuvN0y,2017-01-01,dk
2723,24,Nemt,Gulddreng,25345,https://open.spotify.com/track/6q6rXNIA69aPAACcZMaU1I,2017-01-01,dk
2724,25,Drikker For Lidt,Gulddreng,25010,https://open.spotify.com/track/3Gb3nqifjuqRomranzhh99,2017-01-01,dk
2725,26,Fake Love,Drake,24405,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2017-01-01,dk
2726,27,I Would Like,Zara Larsson,23866,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,2017-01-01,dk
2727,28,Mercy,Shawn Mendes,23851,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,2017-01-01,dk
2728,29,Let Me Love You,DJ Snake,23478,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-01,dk
2729,30,Sexual,NEIKED,23267,https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,2017-01-01,dk
2730,31,Klip,Jimilian,23001,https://open.spotify.com/track/1JIKww0T1sRpXayUTaHmST,2017-01-01,dk
2731,32,One Dance,Drake,22148,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017-01-01,dk
2732,33,Free Fall,Christopher,21813,https://open.spotify.com/track/2JvvlqBlCD1NWyWJ8pBsed,2017-01-01,dk
2733,34,For Evigt,Volbeat,21785,https://open.spotify.com/track/59fQzvSv0wPQorW2Bh0pns,2017-01-01,dk
2734,35,Starving,Hailee Steinfeld,21761,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,2017-01-01,dk
2735,36,Dancing On My Own,Calum Scott,21696,https://open.spotify.com/track/02WacdrRpm4zlP8H7X6bnQ,2017-01-01,dk
2736,37,Under 18,Citybois,21681,https://open.spotify.com/track/2leYJRaRalMhURt7fZTXf8,2017-01-01,dk
2737,38,Alone,Alan Walker,21095,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,2017-01-01,dk
2738,39,Make Me (Cry),Noah Cyrus,21018,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP,2017-01-01,dk
2739,40,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,20435,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,2017-01-01,dk
2740,41,24K Magic,Bruno Mars,19947,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2017-01-01,dk
2741,42,Just Hold On,Steve Aoki,19511,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,2017-01-01,dk
2742,43,Let Me Love You,SJUR,19350,https://open.spotify.com/track/2jfCy43LsFbCQoB6HyetlY,2017-01-01,dk
2743,44,In the Name of Love,Martin Garrix,19101,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,2017-01-01,dk
2744,45,Sorry,Justin Bieber,19067,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,2017-01-01,dk
2745,46,FuckBoi,Ude Af Kontrol,18502,https://open.spotify.com/track/7HbMB7Ul0UBK7M8G5I9A0y,2017-01-01,dk
2746,47,Treat You Better,Shawn Mendes,17689,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,2017-01-01,dk
2747,48,Nu,Molo,17628,https://open.spotify.com/track/0wPUbKfAwcaTievVCEaMvf,2017-01-01,dk
2748,49,The Mack,Nevada,17025,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,2017-01-01,dk
2749,50,Kommet For At Blive,Page Four,16340,https://open.spotify.com/track/09QBaoIADM0kROpPl8cgWt,2017-01-01,dk
2750,51,Dye My Hair,ALMA,16195,https://open.spotify.com/track/5NafFxaLg9Ep21oTHBw7Zq,2017-01-01,dk
2751,52,Farvel,Jimilian,16148,https://open.spotify.com/track/0IV3VN0eZxQxjUsHwrhl4d,2017-01-01,dk
2752,53,Scars To Your Beautiful,Alessia Cara,15867,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,2017-01-01,dk
2753,54,Længe Siden,TopGunn,15696,https://open.spotify.com/track/64PfnGAkmThzFuZAaRo7tZ,2017-01-01,dk
2754,55,Side To Side,Ariana Grande,15611,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,2017-01-01,dk
2755,56,Slem Igen - Hedegaard Remix,Blak,15392,https://open.spotify.com/track/0RuOWMTZNK6qOjyQhPUaG1,2017-01-01,dk
2756,57,This Is What You Came For,Calvin Harris,14073,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,2017-01-01,dk
2757,58,Hear Me Now,Alok,13860,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,2017-01-01,dk
2758,59,Love Yourself,Justin Bieber,13507,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,2017-01-01,dk
2759,60,Hva' Så,Gulddreng,13327,https://open.spotify.com/track/5apWCP1md7rzD6RTqnOluT,2017-01-01,dk
2760,61,Guld Jul,Gulddreng,13248,https://open.spotify.com/track/2rui6bCZAz3yJ7YFQeyWMq,2017-01-01,dk
2761,62,Smukkest På En Søndag,Joey Moe,13172,https://open.spotify.com/track/0PeHQTWoq25q8TItzVfHYZ,2017-01-01,dk
2762,63,Final Song,MØ,13140,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,2017-01-01,dk
2763,64,Lighthouse - Andrelli Remix,Hearts & Colors,13094,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo,2017-01-01,dk
2764,65,Hun Blev Bare Så Glad,Suspekt,13039,https://open.spotify.com/track/6dqW9qUD0gS3w8gdo1A6k2,2017-01-01,dk
2765,66,My Way,Calvin Harris,12973,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,2017-01-01,dk
2766,67,7 Years,Lukas Graham,12733,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,2017-01-01,dk
2767,68,Perfect Strangers,Jonas Blue,12695,https://open.spotify.com/track/5bZtRlMBU76vHuDOb1GM5u,2017-01-01,dk
2768,69,Hvor Er Du Bro?,Bro,12289,https://open.spotify.com/track/26wqgAnehb4gLxdaOUhziT,2017-01-01,dk
2769,70,Summer Of '69,Bryan Adams,12265,https://open.spotify.com/track/6N1EjQjnvhOjFrF6oUmGPa,2017-01-01,dk
2770,71,Angel Zoo,Phlake,12031,https://open.spotify.com/track/672amoeenDyj593OhDRgak,2017-01-01,dk
2771,72,Hælder Op,Ude Af Kontrol,11908,https://open.spotify.com/track/0dFiiODrnuKpf1N9xVe8n7,2017-01-01,dk
2772,73,L'amour toujours - Tiesto Radio Edit,Dzeko & Torres,11745,https://open.spotify.com/track/4nYKcVxSChmk3RvFbZjYob,2017-01-01,dk
2773,74,When You Love Someone,James TW,11556,https://open.spotify.com/track/5fX2oPyLCe5mBKqGDbOWqC,2017-01-01,dk
2774,75,Sex,Cheat Codes,11182,https://open.spotify.com/track/5DA77EqppDmCTWGovd4oTP,2017-01-01,dk
2775,76,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,11178,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,2017-01-01,dk
2776,77,Mon Ami (feat. Shaka Loveless),Livid,11167,https://open.spotify.com/track/7g04srseIxDHZzOj19Bswq,2017-01-01,dk
2777,78,Cheap Thrills,Sia,10999,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,2017-01-01,dk
2778,79,Tidligt Op,Gilli,10779,https://open.spotify.com/track/5GqBuGhnj9Km3LlOcaN101,2017-01-01,dk
2779,80,Slap Af,Carmon,10746,https://open.spotify.com/track/3JqIijM4ErYp3vtKjQ9Eoc,2017-01-01,dk
